x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,label
0.8075355291366577,0.8329799175262451,1.8208834262622986e-07,0.7498781681060791,0.8342337608337402,-0.023986859247088432,0.6949664354324341,0.8189206719398499,-0.042832151055336,0.6541918516159058,0.8012745380401611,-0.06087344512343407,0.6177284717559814,0.7993809580802917,-0.07918817549943924,0.7011342644691467,0.6865149140357971,-0.020509017631411552,0.673107922077179,0.6386862397193909,-0.036973290145397186,0.6604069471359253,0.6069677472114563,-0.05342653766274452,0.6520038843154907,0.5773143172264099,-0.06661596894264221,0.733777642250061,0.656295895576477,-0.024113154038786888,0.7102953195571899,0.5858126282691956,-0.03587885946035385,0.6981357932090759,0.5434086322784424,-0.04785186052322388,0.6903329491615295,0.5061455368995667,-0.058630362153053284,0.7714165449142456,0.6488431692123413,-0.03132021427154541,0.7603462338447571,0.5750719904899597,-0.04497392103075981,0.7537914514541626,0.5316597819328308,-0.05663137882947922,0.7487828731536865,0.49338415265083313,-0.06609779596328735,0.8131763935089111,0.658863365650177,-0.04098067432641983,0.8207082152366638,0.5993844270706177,-0.05219053104519844,0.8257505893707275,0.5619951486587524,-0.05772656947374344,0.8289617896080017,0.5262836217880249,-0.06268128007650375,Hello
0.8039027452468872,0.8350534439086914,1.9348797763996117e-07,0.7464351058006287,0.8340857028961182,-0.02343098819255829,0.6913471221923828,0.8203334808349609,-0.04156247153878212,0.6505076289176941,0.800601065158844,-0.05989619717001915,0.6153347492218018,0.7928121089935303,-0.07819429039955139,0.6916188597679138,0.6835306882858276,-0.012362310662865639,0.6567674875259399,0.6357178688049316,-0.02972329966723919,0.641355574131012,0.6048268675804138,-0.04744555801153183,0.6327166557312012,0.5741421580314636,-0.06115209311246872,0.7224093675613403,0.6532939076423645,-0.01701555773615837,0.6941567063331604,0.5801546573638916,-0.029895253479480743,0.6810263991355896,0.5368502736091614,-0.04304758086800575,0.6738318204879761,0.5002502799034119,-0.0540742352604866,0.7589128017425537,0.6446642875671387,-0.02621455304324627,0.7430924773216248,0.5733653903007507,-0.040577955543994904,0.7335610389709473,0.5297152400016785,-0.05224759504199028,0.7257405519485474,0.49160534143447876,-0.06111767888069153,0.8001163601875305,0.6521357893943787,-0.038248203694820404,0.801893949508667,0.592212438583374,-0.0488029308617115,0.8014535903930664,0.5532875061035156,-0.054005883634090424,0.7994951605796814,0.516231894493103,-0.058645445853471756,Hello
0.8201797008514404,0.8032627701759338,1.24695588965551e-07,0.765316903591156,0.7993916273117065,-0.03139638528227806,0.7119346261024475,0.7792995572090149,-0.055799685418605804,0.6729488968849182,0.7547191381454468,-0.07868024706840515,0.6375492811203003,0.7380754947662354,-0.10126829892396927,0.721831738948822,0.646811842918396,-0.03133881464600563,0.6990906000137329,0.5854708552360535,-0.05759068951010704,0.6883341670036316,0.5529274940490723,-0.0800672322511673,0.6796919703483582,0.5308684706687927,-0.09536689519882202,0.7549527287483215,0.6188223958015442,-0.03258981555700302,0.7351816296577454,0.5447369813919067,-0.05194857344031334,0.7235685586929321,0.5024891495704651,-0.06843597441911697,0.7146555781364441,0.46884986758232117,-0.08173847943544388,0.7917352318763733,0.6116708517074585,-0.03840509429574013,0.7804700136184692,0.535101592540741,-0.056541673839092255,0.7731073498725891,0.4877055287361145,-0.07001448422670364,0.7678716778755188,0.44738224148750305,-0.08043640106916428,0.8305816650390625,0.6209154725074768,-0.04733222350478172,0.8350990414619446,0.5610247254371643,-0.06104916334152222,0.8386422395706177,0.5214170813560486,-0.06838972121477127,0.8415136337280273,0.4849376678466797,-0.07451094686985016,Hello
0.823976993560791,0.7929937839508057,2.66555844063987e-07,0.7705330848693848,0.7934784293174744,-0.033521298319101334,0.718353807926178,0.7729167342185974,-0.0562739297747612,0.6765185594558716,0.7460413575172424,-0.07633312791585922,0.6396174430847168,0.7280092835426331,-0.09613323211669922,0.7267374396324158,0.6416603326797485,-0.0330745093524456,0.7068580389022827,0.5828454494476318,-0.0538136325776577,0.6979697346687317,0.5442832708358765,-0.07166045904159546,0.6915867328643799,0.5079742670059204,-0.08528948575258255,0.7610765695571899,0.6154962182044983,-0.032020922750234604,0.7454871535301208,0.5419633388519287,-0.04887428879737854,0.7356711626052856,0.49535858631134033,-0.06334979087114334,0.7283958196640015,0.4530831575393677,-0.07524575293064117,0.7975675463676453,0.6108465194702148,-0.035063836723566055,0.7884945869445801,0.5376569628715515,-0.05250139534473419,0.7818886637687683,0.49093690514564514,-0.06610081344842911,0.7756510972976685,0.44994622468948364,-0.07602455466985703,0.8352774977684021,0.6204654574394226,-0.041159357875585556,0.8427920341491699,0.5588696002960205,-0.055630218237638474,0.8478883504867554,0.5187575221061707,-0.06415347754955292,0.8507786989212036,0.4803745746612549,-0.07061781734228134,Hello
0.8217793107032776,0.7926913499832153,2.262841007905081e-07,0.7666521668434143,0.7948720455169678,-0.03296493738889694,0.7122300863265991,0.7741192579269409,-0.05554281547665596,0.6723482608795166,0.7487360835075378,-0.07550131529569626,0.6375645399093628,0.731264591217041,-0.09554891288280487,0.7239153385162354,0.6449678540229797,-0.035826582461595535,0.7034425735473633,0.5866188406944275,-0.05804220214486122,0.6949332356452942,0.548234224319458,-0.07672406733036041,0.6890096068382263,0.51133131980896,-0.09080199897289276,0.7592613101005554,0.6173998713493347,-0.03523852676153183,0.7443051934242249,0.5431369543075562,-0.05259469524025917,0.7344889044761658,0.4968721866607666,-0.0668313205242157,0.7273887395858765,0.45472151041030884,-0.07882290333509445,0.7962506413459778,0.6119870543479919,-0.03854505345225334,0.7880855202674866,0.5376140475273132,-0.05580306425690651,0.7820056080818176,0.49079757928848267,-0.06882396340370178,0.7765595316886902,0.4491763114929199,-0.07878582924604416,0.8340518474578857,0.6226107478141785,-0.044941507279872894,0.8418331742286682,0.5612567663192749,-0.059175655245780945,0.8471307754516602,0.5227226614952087,-0.06705789268016815,0.850429356098175,0.48572057485580444,-0.0733252465724945,Hello
0.8018167614936829,0.8181300759315491,1.222695971137e-07,0.7446655631065369,0.8138150572776794,-0.023708732798695564,0.6909537315368652,0.7902778387069702,-0.04295482113957405,0.6520136594772339,0.7711642980575562,-0.0622931532561779,0.6168720722198486,0.7690778374671936,-0.0819869339466095,0.7036690711975098,0.6627716422080994,-0.019733723253011703,0.6820109486579895,0.6031495332717896,-0.042157337069511414,0.6713380217552185,0.5758205652236938,-0.06315983831882477,0.6640222072601318,0.5566797256469727,-0.07784652709960938,0.7369862794876099,0.6362192630767822,-0.024312898516654968,0.7175393104553223,0.5590648055076599,-0.03947509080171585,0.7076102495193481,0.5166726112365723,-0.05454128608107567,0.7013670206069946,0.4841760993003845,-0.06717033684253693,0.7747963070869446,0.6300899386405945,-0.033113233745098114,0.7641061544418335,0.5509622097015381,-0.04810526594519615,0.7589167952537537,0.5048276782035828,-0.06027078256011009,0.7558969855308533,0.466370165348053,-0.07001524418592453,0.8168910145759583,0.6414440870285034,-0.044625505805015564,0.8224637508392334,0.5805633068084717,-0.05558570474386215,0.8258985280990601,0.5409653186798096,-0.06053311750292778,0.8281455636024475,0.5047482252120972,-0.06526625156402588,Hello
0.7660121917724609,0.7502737045288086,-6.251305535442953e-07,0.7272650003433228,0.7327713966369629,-0.029806001111865044,0.697056233882904,0.6944979429244995,-0.04637321084737778,0.6816962361335754,0.6605032086372375,-0.058831654489040375,0.6715671420097351,0.6258854269981384,-0.06708446145057678,0.7307698726654053,0.5880492329597473,-0.0355517752468586,0.6954736709594727,0.6624257564544678,-0.059444062411785126,0.6939938068389893,0.6956375241279602,-0.07139555364847183,0.7031064629554749,0.6890121698379517,-0.07824429869651794,0.7673361301422119,0.5986794829368591,-0.03482019528746605,0.7231594920158386,0.6871853470802307,-0.057356465607881546,0.7194368839263916,0.7192086577415466,-0.06180479750037193,0.7271566390991211,0.7134801149368286,-0.06305065006017685,0.7964871525764465,0.625960648059845,-0.03726010397076607,0.7508082389831543,0.7041372060775757,-0.06284206360578537,0.7434853315353394,0.7347974181175232,-0.058213237673044205,0.748583972454071,0.7293789386749268,-0.05166500806808472,0.8185542225837708,0.661312997341156,-0.04279197379946709,0.7815848588943481,0.7221972942352295,-0.061213333159685135,0.7679800987243652,0.7482075095176697,-0.057368624955415726,0.768119215965271,0.7473625540733337,-0.05044741928577423,Yes
0.7861510515213013,0.7382145524024963,-4.0406564494332997e-07,0.7462979555130005,0.6757017374038696,-0.022229060530662537,0.7219837307929993,0.6124801635742188,-0.036095090210437775,0.7105512022972107,0.560287594795227,-0.04697404429316521,0.7035742402076721,0.5087613463401794,-0.05596783012151718,0.7856380343437195,0.6232203245162964,-0.03228292614221573,0.7088540196418762,0.6679204702377319,-0.052537258714437485,0.7089340090751648,0.6864187121391296,-0.06289047002792358,0.7291762232780457,0.6793231964111328,-0.06857580691576004,0.8073468208312988,0.6712554693222046,-0.03309791535139084,0.716558575630188,0.7191182374954224,-0.047211356461048126,0.7272071838378906,0.7222955226898193,-0.048829708248376846,0.7506217956542969,0.7079116702079773,-0.05204474553465843,0.8187742829322815,0.7194777131080627,-0.03621119633316994,0.7337571978569031,0.7603282928466797,-0.05140694975852966,0.744987964630127,0.7597364783287048,-0.04460534080862999,0.7667279243469238,0.7477902770042419,-0.04007066413760185,0.822141706943512,0.7655029892921448,-0.04170867055654526,0.7590711116790771,0.7992667555809021,-0.053335610777139664,0.7657727003097534,0.7943515181541443,-0.04942468926310539,0.7854069471359253,0.7825095653533936,-0.0454523079097271,Yes
0.7848380208015442,0.753131628036499,-4.872295562563522e-07,0.7500129342079163,0.6835383176803589,-0.02504972368478775,0.7356644868850708,0.6113495230674744,-0.03964873030781746,0.7310514450073242,0.5588042140007019,-0.05037558823823929,0.7262650728225708,0.5054949522018433,-0.05914035439491272,0.7986087203025818,0.6356944441795349,-0.04081521928310394,0.7233421802520752,0.6664846539497375,-0.06282038986682892,0.7202568650245667,0.6781213283538818,-0.07492370158433914,0.7395784258842468,0.6685056090354919,-0.0823209211230278,0.815783679485321,0.6889635324478149,-0.041321754455566406,0.7225065231323242,0.7241349220275879,-0.058430515229701996,0.7321842908859253,0.7228745818138123,-0.061029694974422455,0.7581115961074829,0.7075662612915039,-0.06519659608602524,0.8239668011665344,0.7391732931137085,-0.04376176372170448,0.7346177697181702,0.7677583694458008,-0.06298382580280304,0.7451907396316528,0.7633690237998962,-0.05511244758963585,0.7691613435745239,0.749785304069519,-0.04954163357615471,0.8226028084754944,0.7836204767227173,-0.04891911521553993,0.752879798412323,0.8089033365249634,-0.0656086653470993,0.7616690397262573,0.8031656742095947,-0.061913613229990005,0.7868075370788574,0.7912462949752808,-0.05761371925473213,Yes
0.817970871925354,0.7369316816329956,-3.1167274983090465e-07,0.7844412326812744,0.6718959808349609,-0.012803890742361546,0.7520376443862915,0.6082163453102112,-0.02873837575316429,0.7350268363952637,0.5572818517684937,-0.04189496859908104,0.7291992902755737,0.5059779286384583,-0.05700371414422989,0.7959054708480835,0.6539033055305481,-0.0567876398563385,0.7368048429489136,0.6757605075836182,-0.08128155022859573,0.7386858463287354,0.6743888854980469,-0.0961003452539444,0.7512888312339783,0.6662570834159851,-0.10463447868824005,0.8073773980140686,0.7099629044532776,-0.062413305044174194,0.7343628406524658,0.7311627268791199,-0.08052489161491394,0.7388342022895813,0.7210848927497864,-0.08255524188280106,0.7585411071777344,0.7095751762390137,-0.08711037784814835,0.8107944130897522,0.7580360174179077,-0.06647621840238571,0.7425151467323303,0.7746028304100037,-0.08277976512908936,0.7469485402107239,0.7586460709571838,-0.07303765416145325,0.7662062644958496,0.7377391457557678,-0.06770716607570648,0.8088237047195435,0.7973523736000061,-0.0711854100227356,0.7565767168998718,0.8143277764320374,-0.08203449845314026,0.7585395574569702,0.7965936064720154,-0.07300706207752228,0.7746328115463257,0.7746614217758179,-0.0668191909790039,Yes
